generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.9806846622851135,0.019315337714886447,0.999999999852709,0.07468852832631961,0.999999999852709,0.07468852832631961,StrategyAddTreeWithAdd,StrategyMutateTerminal,1,1,((((x)*(8))0((0)-(0)))*((((2)+(9))-(3))*((x)*(x)))),(((6)-((5)+(4)))*(((x)+(0))*(((6)*(9))*((x)*(x))))),10000*x*x*x,2
2,0.9973993587907681,0.002600641209231729,0.9999999999731158,0.019992009094213427,0.9999999999731158,0.019992009094213427,StrategyAddSubX,StrategyAddAddX,2,2,(((((x)-(9))-((0)*(5)))0((0)-((5)-(x))))*((x)*((x)*(x)))),((((x)-(0))0((0)0((2)*((2)-((x)+(9))))))*((x)-((x)*((x)*(((2)-(2))+(4)))))),10000*x*x*x,2
3,0.9992458182296912,0.0007541817703088496,0.9999999999765161,0.019960327311220542,0.9999999999765161,0.019960327311220542,StrategyAddSubX,StrategyAddRandomSubTreeX,3,3,(((1)0((0)0(0)))*((x)*((((5)+(4))+((x)-(1)))*(x)))),((((3)0((x)+(8)))0(((x)-(2))*(x)))*((x)*((4)+((7)+((1)-(5)))))),10000*x*x*x,2
4,0.9991871381782803,0.0008128618217197876,0.9999999998896432,0.013322795058256957,0.9999999998896432,0.013322795058256957,StrategyAddTreeWithMult,StrategyReplaceBranch,4,4,(((1)0((0)0(0)))*((x)*(((1)*(x))+((((4)+(5))+(4))*(4))))),((((1)0(0))0(((x)*(5))+(4)))-((6)*((4)*(x)))),10000*x*x*x,2
5,0.9969826931310443,0.0030173068689559207,0.9999999999765363,0.028413827460111084,0.9999999999765363,0.028413827460111084,StrategyAddTreeWithAdd,StrategyReplaceBranch,5,5,(((1)0((0)0(0)))*((2)*((((9)+(1))-(4))*((x)*(9))))),((((1)0((5)+(2)))-((3)-((((x)-(4))+(7))0(0))))*(((x)*(5))*((x)*(5)))),10000*x*x*x,2
6,0.9982787562343476,0.0017212437656524244,0.9999999999531027,0.02996712059520728,0.9999999999531027,0.02996712059520728,StrategySkip,StrategyAddRandomSubTreeX,6,6,(((1)0(((x)+(6))0(0)))*(((7)-(0))*(((4)-(9))*(x)))),((((1)0((x)*(1)))+((1)*(6)))*((x)*(((6)*((x)*(7)))*((2)-(0))))),10000*x*x*x,2
7,0.9996959514166442,0.00030404858335528206,0.9999999999630859,0.003228302119041604,0.9999999999630859,0.003228302119041604,StrategyAddToLeaf,StrategyMutateNonTerminal,7,7,((((8)+(0))0((0)0(((4)+(8))*(1))))*((x)*((x)*(x)))),(((x)*(x))*(((8)+(6))+((x)*((1)+(4))))),10000*x*x*x,2
8,0.9996642262118578,0.0003357737881422249,0.99999999992646,0.003356676724059526,0.99999999992646,0.003356676724059526,StrategyAddTreeWithAdd,StrategyReplaceBranch,8,8,((((3)+(1))0(((x)+(3))0((6)-((x)*(7)))))*((x)*((x)*(x)))),((((6)+(6))0((7)*(9)))*((x)*((x)+(3)))),10000*x*x*x,2
9,0.9981694533277206,0.0018305466722793918,0.9999999998961253,0.020020320275099375,0.9999999998961253,0.020020320275099375,StrategyAddTreeWithAdd,StrategySkip,9,9,((((x)*(4))0((0)0((x)*(8))))*(((8)-(1))*(((2)+(x))*(x)))),(((((x)*(1))0(0))0((0)*((x)*(4))))*(((1)+((x)+(5)))*((8)*(2)))),10000*x*x*x,2
10,0.9991256761740857,0.0008743238259140638,0.9999999999831659,0.006818354147056297,0.9999999999831659,0.006818354147056297,StrategyAddToLeaf,StrategyReplaceBranchX,10,10,((((x)+(4))0((0)0(((3)+(6))+(x))))*((x)*((x)*(x)))),((((1)0(8))*(((x)*(2))0((x)*(2))))*((x)*((3)*(2)))),10000*x*x*x,2
11,0.9993051181770997,0.0006948818229001627,0.9999999997690888,0.013958867912797183,0.9999999997690888,0.013958867912797183,StrategyAddToLeaf,StrategyReplaceBranch,11,11,(((1)0((0)0(((3)+(5))+(8))))*(((5)+(2))*((x)*(x)))),((((x)*(0))0((x)*(((6)-(3))0((x)-(4)))))*(((5)*(0))+((7)+((x)-(6))))),10000*x*x*x,2
12,0.9982366314922402,0.0017633685077595742,0.9999999999363659,0.026466422904096114,0.9999999999363659,0.026466422904096114,StrategySkip,StrategyAddRandomSubTreeX,12,12,(((1)0(((3)+((x)*((x)+(8))))0(0)))*((x)*((x)*(x)))),(((((x)*(1))0(0))0((x)*(((9)*(4))+(9))))+((x)*((x)*((0)-((x)+(1)))))),10000*x*x*x,2
13,0.9991193163048482,0.0008806836951519615,0.9999999998994082,0.016786757162714147,0.9999999998994082,0.016786757162714147,StrategyMutateTerminal,StrategyReplaceBranch,13,13,((((6)+(7))0((0)0(0)))*((x)*(((5)+(x))*((x)*(9))))),((((1)0(0))0((0)*((x)+(0))))-(((x)*(8))*(((0)-((8)*(9)))+((x)-(8))))),10000*x*x*x,2
14,0.9982899501029926,0.001710049897007557,0.999999999878892,0.02339200451260818,0.999999999878892,0.02339200451260818,StrategyAddTreeWithAdd,StrategyAddRandomSubTree,14,14,((((2)-((x)+(x)))0(((x)*(9))0((5)+(9))))*((x)*((x)*(x)))),((((3)*(3))+((1)0((x)+(8))))-(((2)+(5))*((x)-(1)))),10000*x*x*x,2
15,0.9991553962433772,0.0008446037566227426,0.9999999999092739,0.02081555460051191,0.9999999999092739,0.02081555460051191,StrategyAddTreeWithAdd,StrategyReplaceBranchX,15,15,((((x)-(4))0((0)0(0)))*(((0)+(0))*((x)*(x)))),(((x)*(3))-((9)*((x)+((1)-(3))))),10000*x*x*x,2
16,0.9999317558967318,0.00006824410326812088,0.9999999999598667,0.0017342418434790194,0.9999999999598667,0.0017342418434790194,StrategyAddTreeWithAdd,StrategyReplaceBranch,16,16,(((1)0((0)0(0)))*((x)*(((((x)+(3))-(9))+(2))*((0)-(7))))),((((x)+(6))+((6)0((6)*(8))))*((7)+(5))),10000*x*x*x,2
17,0.9995869849191826,0.0004130150808174898,0.9999999999163597,0.006003353453764171,0.9999999999163597,0.006003353453764171,StrategyAddTreeWithAdd,StrategyReplaceBranchX,17,17,((((9)-(x))0(((x)+(2))0((8)+(7))))*((x)*((x)*(x)))),((((3)+(7))0((8)+((0)*(4))))0((0)*((x)*((x)*(8))))),10000*x*x*x,2
18,0.9981543349696386,0.0018456650303613179,0.9999999998591306,0.027293949354355345,0.9999999998591306,0.027293949354355345,StrategyMutateTerminal,StrategyAddTreeWithMult,18,18,(((1)0((4)0(0)))*((((x)+(0))+(3))*((x)*(x)))),((((x)-((7)*((x)+(2))))-((6)0((x)+(2))))0(((x)+(8))*((8)+((3)*(x))))),10000*x*x*x,2
19,0.9993570794682317,0.000642920531768192,0.9999999998492685,0.012010722307016618,0.9999999998492685,0.012010722307016618,StrategyAddMultX,StrategyAddTreeWithMult,19,19,((((1)+(8))0(((x)-(x))0(0)))*(((x)*(7))*((x)*((1)+(4))))),(((8)*(((3)-(5))*(4)))+((2)*((x)*((x)*(x))))),10000*x*x*x,2
20,0.9984460203155459,0.0015539796844539582,0.9999999998058923,0.023763403958470188,0.9999999998058923,0.023763403958470188,StrategyMutateTerminal,StrategyReplaceBranchX,20,20,(((1)0((((7)+((6)+(9)))-(9))0(0)))*((x)*((x)*(x)))),(((2)-(5))+(((x)+(3))*((2)+((x)*(x))))),10000*x*x*x,2
21,0.999942958524182,0.00005704147581783269,0.9999999999195052,0.000800801646626063,0.9999999999195052,0.000800801646626063,StrategyAddMultX,StrategyAddRandomSubTree,21,21,((((4)+(2))0((0)0(((x)*(9))-(7))))*((x)*((x)*((7)+(0))))),((((9)0(0))0(((x)*(2))-(((x)*(0))-(7))))*((0)+((6)*((5)*(9))))),10000*x*x*x,2
22,0.9986623502415346,0.0013376497584653853,0.9999999999397028,0.03329329741000264,0.9999999999397028,0.03329329741000264,StrategyAddMultX,StrategyReplaceBranch,22,22,(((1)0(((6)+(5))0((x)*(7))))*((x)*(((2)-(1))*((2)+(5))))),(((((x)-(8))0((x)*(x)))-((2)*((1)0(0))))*((((4)*((x)-(3)))+(1))*((x)*((x)*(1))))),10000*x*x*x,2
23,0.9991509115643474,0.00084908843565259,0.9999999998929396,0.014814876248155933,0.9999999998929396,0.014814876248155933,StrategyAddMultX,StrategyAddRandomSubTreeX,23,23,(((1)0((0)0(0)))*(((5)+(2))*(((x)*((9)+(0)))*(x)))),((((1)0(9))+((3)+(((7)*((x)+(2)))0(0))))*((9)-(7))),10000*x*x*x,2
24,0.9994766196227151,0.0005233803772851283,0.9999999999364265,0.008183496980477175,0.9999999999364265,0.008183496980477175,StrategyMutateTerminal,StrategyReplaceBranchX,24,24,(((1)0((((0)*((4)+(2)))-(6))0(0)))*((x)*((x)*(x)))),((((1)0(0))0((x)-(((4)*(8))+(4))))-(((4)+(5))*((x)-(4)))),10000*x*x*x,2
25,0.9991694178646751,0.0008305821353249069,0.9999999999431398,0.00984069431498364,0.9999999999431398,0.00984069431498364,StrategySkip,StrategyAddRandomSubTreeX,25,25,(((1)0((0)0(0)))*(((5)+((8)+(1)))*((x)*(x)))),(((((9)*(5))0(0))0(((x)-(1))*((x)+(3))))-(((x)-(3))+(8))),10000*x*x*x,2
