generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.7368207036478549,-0.059271984055655015,0.02476695419458249,0.1380456128026311,0.02476695419458249,0.1380456128026311,StrategyAddToLeafR,StrategyMultXD,1,1,(((((((8)*(9))*(x))*((x)*((7)*(7))))*(x))*(x))/(x)),(((((((x)+(6))*((x)*(x)))*((5)-(8)))/(x))*(x))*(x)),5*x*x*x,1
2,-0.5866986833755394,0.08934927233189383,0.2965928136071219,0.26691401222968886,0.2965928136071219,0.26691401222968886,StrategyAddToLeafR,StrategyReplaceBranchR,2,2,(((((((x)*(7))*(7))*(x))*(((x)+(5))*(x)))*(x))*(x)),(((((5)*(x))*((x)*(6)))+(((3)*(4))-((1)*(x))))-(x)),5*x*x*x,1
3,-0.3581181040646746,0.27896782346323834,0.4664010186127701,0.4520641467963216,0.4664010186127701,0.4520641467963216,StrategyMutateTerminalR,StrategyReplaceBranchR,3,3,((((((5)*(x))*((9)*(x)))*(8))*(x))*(x)),((((x)-(8))*((4)*(x)))-(x)),5*x*x*x,1
4,-0.05079216988982022,0.4552729097879707,0.8329877462564109,0.6038535448402723,0.8329877462564109,0.6038535448402723,StrategyAddXD,StrategyAddXD,4,4,(((((((5)*(x))*((x)*(x)))*(x))*(9))*(x))*(x)),((((((5)*(5))+((6)*(4)))+((2)+(6)))+(x))+(x)),5*x*x*x,1
5,0.2566189494989528,0.6116387600266389,0.8649674389454011,0.7576149093338759,0.8649674389454011,0.7576149093338759,StrategyAddXD,StrategyAddTreeWithDiv,5,5,(((((((5)*(9))*((x)*(x)))*(x))*(x))*(x))*(x)),((((6)*(x))*((4)+((3)/(8))))+(x)),5*x*x*x,1
6,0.48807008692188014,0.7190144939471156,0.8090290544146853,0.8500939875486777,0.8090290544146853,0.8500939875486777,StrategyAddTreeWithMult,StrategyReplaceBranchR,6,6,(((((((5)*(x))*((x)*(x)))*((9)*(9)))*(x))*(x))*(x)),(((((5)*(0))*((7)*((0)-(6))))*((5)-(4)))-(x)),5*x*x*x,1
7,0.6153234699438347,0.7790827835818426,0.87391145009244,0.887233246240943,0.87391145009244,0.887233246240943,StrategyAddTreeWithAdd,StrategyReplaceBranchR,7,7,(((((((5)*(x))*((x)*(x)))*((9)*(7)))*(x))*(x))*(x)),((7)+(4)),5*x*x*x,1
8,0.7185479092060274,0.8314878829599078,0.9293281704018496,0.922506452470696,0.9293281704018496,0.922506452470696,StrategyAddToLeafR,StrategyReplaceBranchXR,8,8,(((((((5)*(x))*(((9)*(7))*(x)))*(x))*(x))*(x))*(x)),((((6)-(9))*((x)*(x)))+(((2)/(9))*((6)*((x)-(5))))),5*x*x*x,1
9,0.7607583927466105,0.8579506837339349,0.8944853232086686,0.9438501797014603,0.8944853232086686,0.9438501797014603,StrategyAddToLeafR,StrategyReplaceBranchR,9,9,(((((((5)*(x))*(((9)*(7))*(x)))*(x))*(x))*(x))*(x)),(((3)+(3))+(4)),5*x*x*x,1
10,0.7662053063919633,0.8653162575733656,0.929005196078717,0.9392285984445811,0.929005196078717,0.9392285984445811,StrategyAddToLeafR,StrategyReplaceBranchXR,10,10,(((((((5)*(x))*(((9)*(9))*(x)))*(x))*(x))*(x))*(x)),((((6)-(7))*((x)-(0)))*((x)*((x)*((x)-(2))))),5*x*x*x,1
11,0.7677385567339304,0.8709439831845782,0.8745094444008541,0.9451832891979887,0.8745094444008541,0.9451832891979887,StrategyAddToLeafR,StrategyReplaceBranchXR,11,11,(((((((5)*(x))*((x)*(x)))*(x))*((9)*(8)))*(x))*(x)),((9)+(0)),5*x*x*x,1
12,0.7817772611312467,0.8850817662031563,0.9053736381935863,0.9618079056829832,0.9053736381935863,0.9618079056829832,StrategyAddToLeafR,StrategyAddXD,12,12,(((((((5)*(x))*((x)*((8)*(8))))*(x))*(x))*(x))*(x)),((2)*(9)),5*x*x*x,1
